"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46"
"11",-7.51361070519519,-7.42083343780142,-7.43317437130114,-7.51720765965244,-7.45587181250371,-7.50855849278305,-7.46926210380128,-7.49950087010144,-7.53023153011555,-7.58124494081286,-7.71909270309635,-7.66822565428679,-7.81645613695828,-7.80808162253711,-7.61184713459163,-7.59612588555676,-7.71263657684865,-7.67237697920077,-7.62310614707773,-7.61642125555977,-7.6139025963291,-7.68467762417489,-7.70850326054399,-7.55904388245921,-7.68061147289776,-7.70868702193981,-7.71390543789735,-7.59567415099785,-7.71029665511493,-7.57432090042774,-7.50758152971146,-7.51908379135886,-7.677675518348,-7.61076392434395,-7.50445474515743,-7.5478205656527,-7.53107606886212,-7.52769939669532,-7.55863734681799,-7.6324983953319,-7.62307751883085,-7.52811400042005,-7.63382035723298,-7.52826556889837,-7.61363619046173,-7.61155398617556
"12",-7.52956274404907,-7.45233074179482,-7.43377237776677,-7.5548302714397,-7.47310044852393,-7.51852647607487,-7.47555874465688,-7.51335872428027,-7.5452596380767,-7.59504862670309,-7.73232636020298,-7.68700842835561,-7.84166405110134,-7.81901245050364,-7.6191183663453,-7.60539051581664,-7.73298347589952,-7.69669555593185,-7.62858716899307,-7.62700929667674,-7.64272599710584,-7.69577153664651,-7.72569840325532,-7.58255972089437,-7.70263290521701,-7.74992464593511,-7.73174945837772,-7.62342622578096,-7.72955321047007,-7.58371894540483,-7.52225210535833,-7.53169174511796,-7.69885713293932,-7.63013664447753,-7.54427451971193,-7.55613657240049,-7.55257811813694,-7.53921205293491,-7.58364719165972,-7.65812381653938,-7.65026078508462,-7.54811742834734,-7.65586352461618,-7.54511398363876,-7.62413526317223,-7.61874468967309
"13",-7.54136831443225,-7.47494492631724,-7.47121281197913,-7.58795365830071,-7.48034992914576,-7.53147434945186,-7.4886913627903,-7.51919713478265,-7.55096913950057,-7.60155066958483,-7.74289699229346,-7.68724060865501,-7.86478207156896,-7.82860639361262,-7.62912088049612,-7.61236186848103,-7.74489754905528,-7.71446765281489,-7.63763698582078,-7.63356925659972,-7.65548642541297,-7.71579829218325,-7.74063935223099,-7.59391294322107,-7.73482249910862,-7.76855572367742,-7.75050516377331,-7.66011863618325,-7.74378255831793,-7.59731789178838,-7.53149300816991,-7.53565887452048,-7.71598564308137,-7.65583288660063,-7.56953946059994,-7.5687634936418,-7.55898442589222,-7.5491509701419,-7.60239857816962,-7.66884837927433,-7.67092157171964,-7.55460492319933,-7.6579289997248,-7.55283922618951,-7.65654837073224,-7.63481608025611
"14",-7.54228455572042,-7.47509305487194,-7.46473392224228,-7.59242350766595,-7.48225934941136,-7.53517464589329,-7.48742110731784,-7.52093113903193,-7.54784237684459,-7.60623867183171,-7.75099305932688,-7.70047420694029,-7.8742215091581,-7.83867118930184,-7.62900362465299,-7.60893160705037,-7.74531916855398,-7.72072707781073,-7.64013821280847,-7.63965576194879,-7.672537031535,-7.7209469253051,-7.74997803950259,-7.59741654241726,-7.73581308859031,-7.78497434727188,-7.75491764854864,-7.66030539042688,-7.75613505776537,-7.60276419149003,-7.5338860733493,-7.53844328625061,-7.7194213909033,-7.66045821529942,-7.58669979654362,-7.56681799126333,-7.56915479247803,-7.54605070399406,-7.6150267392126,-7.67371081502505,-7.67376029037128,-7.56152502790055,-7.66414155862762,-7.55668559412264,-7.65974947473775,-7.64436230513435
"15",-7.54892594860012,-7.4849281697919,-7.48904002723024,-7.62286283309926,-7.49054067112421,-7.54022607435951,-7.49238802272651,-7.5382920460099,-7.56090704654623,-7.61128921561488,-7.76506627052774,-7.71245767837082,-7.8941439569991,-7.85535093668471,-7.63626024342318,-7.61675545690547,-7.76542692820152,-7.72553414374531,-7.64331008551171,-7.64162966688812,-7.67526292510804,-7.74146076893329,-7.76310026413539,-7.60867055320779,-7.76684488959499,-7.79885352322427,-7.76888215426829,-7.68261372515117,-7.76144334665623,-7.60620650113399,-7.53899865622727,-7.54226946676157,-7.74264461123822,-7.67964160056127,-7.59305433678078,-7.57290215267719,-7.57668898611079,-7.55930764372515,-7.61547715631253,-7.69088187316161,-7.68709017583333,-7.57384289429802,-7.68486358419402,-7.56304228688904,-7.68442320859545,-7.65073997198929
"16",-7.54448620992677,-7.48709442485564,-7.46351986731592,-7.59936164720332,-7.494013212989,-7.53922427527047,-7.49109962560726,-7.53284202263717,-7.55305655056511,-7.60269005634162,-7.75803357646272,-7.70760943682821,-7.8877115797942,-7.85109608758287,-7.63597849375589,-7.61643852158607,-7.77032634997813,-7.72627409089495,-7.64182029198798,-7.64161820970647,-7.67543313640747,-7.7327484161693,-7.75551507938053,-7.59831880006653,-7.75360269177721,-7.79419962861062,-7.76531140929755,-7.67534587256519,-7.75530733834183,-7.6013085419824,-7.54400619117037,-7.54150965492456,-7.73602139736418,-7.67610025610798,-7.57894822704076,-7.57533510769645,-7.57337679067737,-7.55531360457548,-7.61541424804291,-7.69371755466065,-7.69057118233149,-7.57227807431469,-7.68243903247691,-7.56603061208897,-7.6805735695999,-7.6501851449802
"17",-7.55663297445234,-7.51465504096105,-7.4997340183631,-7.63710907964099,-7.49407701741319,-7.54821229123734,-7.50421323106264,-7.54275525693713,-7.56555462091044,-7.61979480127391,-7.77383899375434,-7.72207849491724,-7.91089012910717,-7.87086511883389,-7.64961382681607,-7.62106945321163,-7.78977502742892,-7.7435172674711,-7.64564253639876,-7.65197577812608,-7.69252335313953,-7.74635259908013,-7.7756726001832,-7.61029543574621,-7.77126026822388,-7.80942467545719,-7.78066808551189,-7.71015833003069,-7.7777136264594,-7.61466878203891,-7.55070091089209,-7.5509719933832,-7.75508914001736,-7.69669445540112,-7.60475687827928,-7.58085868485368,-7.58268049259623,-7.56802296332052,-7.64259253907246,-7.70786870814374,-7.71311976266312,-7.58318140898903,-7.69670986294157,-7.57618057908734,-7.70504815783386,-7.66524153390382
"18",-7.5624233674756,-7.53171414048958,-7.515424090342,-7.65573147090076,-7.50060202452619,-7.55841305592134,-7.50389644575011,-7.5539434948049,-7.57557005166437,-7.62484377942351,-7.78338282894609,-7.73850383761813,-7.91792271857283,-7.8761527939308,-7.64852984999497,-7.62316851859625,-7.79214771435708,-7.75468204156798,-7.65277908192707,-7.65257898524811,-7.7052357252241,-7.75794932928144,-7.78508013786431,-7.62390704764777,-7.78594010155829,-7.83000875272066,-7.79200364472883,-7.71797349872812,-7.79138038929435,-7.61809846702538,-7.54894208770018,-7.55491049239116,-7.77362741140284,-7.71129561772798,-7.61525902359871,-7.59335600578668,-7.590257320619,-7.57763329860287,-7.65123516281346,-7.72231896325589,-7.7120698022337,-7.58851944649675,-7.70536226984568,-7.58410237458377,-7.71958577532904,-7.66455817047128
"19",-7.56731682442945,-7.53991272791576,-7.52681591618938,-7.68746411948776,-7.51066603860177,-7.56080328619412,-7.5084582007508,-7.55344461108263,-7.58273351892676,-7.62861081491695,-7.7909401089593,-7.74463658058364,-7.93086314241972,-7.87924428819606,-7.65776280016321,-7.6230611602006,-7.79564929133839,-7.75997205073548,-7.65300871587261,-7.65421041357314,-7.71164856258736,-7.74873563687746,-7.78423772997013,-7.62399402948551,-7.79073454991657,-7.843165121803,-7.79459643788102,-7.7320458485753,-7.79357621592763,-7.61932206365587,-7.55616717195087,-7.55533749072834,-7.76216335716449,-7.70879729498824,-7.63472298001812,-7.59490448341845,-7.59674212574467,-7.58301047990061,-7.64989524423767,-7.72868810491815,-7.71522075435108,-7.59485577762578,-7.71086800654396,-7.58510785364344,-7.71289939202567,-7.66825881371143
"20",-7.57849342794897,-7.56243876362329,-7.53164135736553,-7.72081275621464,-7.51697040212759,-7.56838493185256,-7.51699522876639,-7.56098295214084,-7.58900550973011,-7.63173493255799,-7.80705370135552,-7.75808155372385,-7.95618123571963,-7.90032248636095,-7.66538231573381,-7.63007795525496,-7.80290481905313,-7.77060240504635,-7.65987145266839,-7.66653170864052,-7.73129592347568,-7.76944301208778,-7.81386798315574,-7.64271348465856,-7.81731248203078,-7.86458288977586,-7.81258568201027,-7.76417225910754,-7.81660501386837,-7.62371980654259,-7.56476341292621,-7.56371747091678,-7.79014712585083,-7.73349828994145,-7.64895154837569,-7.60238856324739,-7.6050138999418,-7.59373421292064,-7.66236943603963,-7.7530494813667,-7.74251556426148,-7.61072251888095,-7.74069340233775,-7.59474644673075,-7.7337586515944,-7.69544283572126
"21",-7.57802319739536,-7.5615077230702,-7.5406204846577,-7.70721120240304,-7.518608441816,-7.57201475622346,-7.51180334672364,-7.56446638914091,-7.58492183267568,-7.62805579723464,-7.80259890312623,-7.76001074132857,-7.94591143061481,-7.8937632517783,-7.66007725786071,-7.62956225601044,-7.80289013295022,-7.77365118246847,-7.65475270435345,-7.66615376798551,-7.73387743556647,-7.75908726552528,-7.80701068941356,-7.63629028759329,-7.81489055028427,-7.87534325262005,-7.81094964386955,-7.75182768009368,-7.80532607730465,-7.62554562335507,-7.56467468229499,-7.56658122927711,-7.7762289390353,-7.74296499625616,-7.64669930815386,-7.59904518534407,-7.60606375614766,-7.59178812159799,-7.66175604506871,-7.75051910034334,-7.742060576115,-7.6072223882869,-7.74082911548178,-7.59538570485521,-7.73387286669124,-7.69097488038615
"22",-7.58067835245354,-7.56317998357043,-7.22092816583595,-7.12964087185795,-7.52243052334592,-7.56475087442457,-7.48481508292548,-7.56003982584761,-7.58274530293763,-7.62856146753606,-7.80402649531736,-7.76408160693574,-7.95963666516264,-7.89091257311324,-7.6597961427974,-7.6299132319794,-7.80585497559487,-7.77192805659419,-7.65612345726761,-7.66515195578471,-7.7292405038324,-7.76302382102167,-7.81519157730898,-7.63444373129878,-7.82076265696684,-7.87055733605276,-7.81420212131136,-7.76831333512029,-7.81384571124792,-7.62587468622083,-7.57017249871437,-7.56322524466194,-7.78505368916697,-7.74062325276388,-7.66081595926578,-7.6012645250799,-7.60849420404809,-7.58989031637356,-7.66716726985978,-7.75521981992644,-7.73950497431326,-7.6093197860471,-7.73584398879923,-7.58912113271826,-7.721605629644,-7.68500171723376
"23",-7.58543864305175,-7.54918135667763,-7.56429766492217,-7.75763814428413,-7.52649931666981,-7.57532730967306,-7.5151762413487,-7.56948906743635,-7.58695221821536,-7.63301664399342,-7.81350303387036,-7.76736680904231,-7.96293171224274,-7.90431561926985,-7.66009847729941,-7.62753908550258,-7.80808777357082,-7.78368532272147,-7.65730033913212,-7.66609826330923,-7.73431043121186,-7.76685433368069,-7.822725632939,-7.64701865196264,-7.82821594295102,-7.87300650203054,-7.82293787506561,-7.77870822787402,-7.81542329356541,-7.63047134183443,-7.57272227706313,-7.56671748136882,-7.78404315173585,-7.74348036301673,-7.66618152147899,-7.5997061753754,-7.61792044754754,-7.59191992358403,-7.66792940758064,-7.7656603642635,-7.74751561799138,-7.61798859983232,-7.7333030631781,-7.5922341382309,-7.73968992687231,-7.69052524328822
"24",-7.58999812844634,-7.57827246048211,-7.60323217121411,-7.80019887753403,-7.5342957660481,-7.57796455628578,-7.52158586157625,-7.57631814549871,-7.60057451332232,-7.63574859512775,-7.82568860918257,-7.78450083111722,-7.9785063219477,-7.91800235750643,-7.66300448468155,-7.63496195472467,-7.82196442885214,-7.79736148101196,-7.6641799094976,-7.67512074547245,-7.75201376295692,-7.77860908154769,-7.8334791129953,-7.65146233873379,-7.84598491837505,-7.89771677090885,-7.83292405431513,-7.79648799526188,-7.82221893098372,-7.63095247240781,-7.57355483802384,-7.57207110629343,-7.79612811727608,-7.76160186890046,-7.67738401564953,-7.5997171622845,-7.62351930303259,-7.59849436133936,-7.67983636549684,-7.77974328112943,-7.76023939812334,-7.61638063079145,-7.76292621753986,-7.60306279137942,-7.76533144733446,-7.70411306569021
"25",-7.60017972078067,-7.60272511957817,-7.61318963869962,-7.80788111955687,-7.53898549668759,-7.58661994201683,-7.52994179210283,-7.58734379507669,-7.60625475756869,-7.64751828929081,-7.83693496774462,-7.80242273801992,-7.99805868224175,-7.92586281289075,-7.66998569225434,-7.64064899091354,-7.83376937996722,-7.81342016564008,-7.66313218134256,-7.67893211143936,-7.76732192743526,-7.79533951347094,-7.85259338726144,-7.6666876240834,-7.8664512893594,-7.9193709407694,-7.85172815013186,-7.82686623394956,-7.84415433487295,-7.64047315393165,-7.58422923352221,-7.58244485402935,-7.8152374206499,-7.77993343623797,-7.71975807020144,-7.60856776305984,-7.63409529689786,-7.60745789956385,-7.70330402388401,-7.80260746749881,-7.77492970939922,-7.6316513997169,-7.77350737615274,-7.60866954540996,-7.77752150659511,-7.70960745061697
"26",-7.60806202819718,-7.62169717879879,-7.62435738837908,-7.83956963117484,-7.55221515780567,-7.59667938926921,-7.52795501768607,-7.592142936429,-7.62224459126732,-7.65558992868186,-7.84796735844799,-7.802425184545,-8.02001679599792,-7.93665495523895,-7.67669662174631,-7.64287303008998,-7.84591464587744,-7.82250469928747,-7.67074140313283,-7.68737252851988,-7.77768379176153,-7.79784965141138,-7.85857275792589,-7.66715979032033,-7.88009930027712,-7.94540888399162,-7.85916554535131,-7.83890206762999,-7.86247503747607,-7.6482414771342,-7.58732209158973,-7.5839008101481,-7.82101934583144,-7.79106104578447,-7.72919389049063,-7.6155339800868,-7.64184842007914,-7.61498617105556,-7.7207608973564,-7.81234473854865,-7.7913029633208,-7.65272115508655,-7.78281050184494,-7.61726255914215,-7.77975523950472,-7.72381726523494
"27",-7.61305297903613,-7.63722314185272,-7.62633924896336,-7.86231138049554,-7.55428322155716,-7.60020070582883,-7.53599994215918,-7.59982204340185,-7.61889231090984,-7.65606956323911,-7.86151296274825,-7.82076390287015,-8.03402965978418,-7.94736685189111,-7.67881751560577,-7.64636332199207,-7.85591600684972,-7.82213408974284,-7.67589436070751,-7.68789165495954,-7.78335162447761,-7.81479642051392,-7.86977455407384,-7.68091366771173,-7.90086091267129,-7.96321612839432,-7.87362104545595,-7.86802140963365,-7.87341221590542,-7.65558253523594,-7.5903315292214,-7.5887011985874,-7.83662099560201,-7.80726018443325,-7.74362914242039,-7.62208013177939,-7.64490764002736,-7.62057265560766,-7.71972541072323,-7.82513785670309,-7.80704018311727,-7.65904971506604,-7.78345844381201,-7.62172474651454,-7.78900831317232,-7.72787597356267
"28",-7.62156956038787,-7.64779282946394,-7.6356543726726,-7.87675873320788,-7.5602174344017,-7.60411160334017,-7.53361771273649,-7.60085446069405,-7.62189016877055,-7.65743894916993,-7.86477686369674,-7.81676508127073,-8.04171395570294,-7.94838549311192,-7.68040681215471,-7.64774671821426,-7.85929502167156,-7.82948955006848,-7.67958642405866,-7.6912254958454,-7.78963975323275,-7.80959468607711,-7.87497226734734,-7.68455801904564,-7.89541446967489,-7.9753544835835,-7.87618703288446,-7.88086110128553,-7.87961554058258,-7.6598703919266,-7.59230452791715,-7.59314661401938,-7.85056325582633,-7.80956758099811,-7.75014868588713,-7.62261549049784,-7.6516643162203,-7.62141950197199,-7.73713922266921,-7.82541945359712,-7.80742982743348,-7.65756911196356,-7.79310466961674,-7.6269415532314,-7.80258789189784,-7.7324598018866
"29",-7.62219147096002,-7.65239472109071,-7.64453255976989,-7.88026853924427,-7.56486565580716,-7.61064072288316,-7.54000681563192,-7.60124851941389,-7.6294552379953,-7.66141921217661,-7.86915060010846,-7.83032065532909,-8.04760058412846,-7.95476137222133,-7.6785894441114,-7.65256003079671,-7.87251828805714,-7.8449058217742,-7.67952367801029,-7.69821434141592,-7.80253895457186,-7.81188031395742,-7.87863552127358,-7.68896238606769,-7.90785841909778,-7.98981580693484,-7.87996578036825,-7.89491519508901,-7.88720015734945,-7.65977174785818,-7.60365725049679,-7.59628115424157,-7.84322883027307,-7.81117667711362,-7.76326375440603,-7.63057434817765,-7.65379176371806,-7.62766541381153,-7.74613056419893,-7.83369112579258,-7.81506025396594,-7.66369637006481,-7.81304425274852,-7.63330065905949,-7.80751834825069,-7.73613816081873
"30",-7.62519207834536,-7.64767860321306,-7.64783370257652,-7.88488471808737,-7.56541273634536,-7.61121040433149,-7.54239301431174,-7.60610496915711,-7.63473435847116,-7.66437275143972,-7.87721079222575,-7.82947321150325,-8.06117439569553,-7.96521794680536,-7.6805735695999,-7.65483291238781,-7.87845731909548,-7.84270781413972,-7.68004848602106,-7.69975972281545,-7.81242504658561,-7.82255462352745,-7.89184183123774,-7.70134729917882,-7.92963849786184,-8.00970563279571,-7.89380346027276,-7.91467939394315,-7.9060250712179,-7.6713635511941,-7.60287239859854,-7.60116049282981,-7.87111796449523,-7.83781664227384,-7.77246332084769,-7.63461127117263,-7.663679333292,-7.63645917334662,-7.75320784297645,-7.84416581344724,-7.83856845289863,-7.67716706324707,-7.81910697798446,-7.63949984700319,-7.83598322675893,-7.75361667158338
"31",-7.63693801071379,-7.67716274626395,-7.69634454804598,-7.94371817354002,-7.57542673902663,-7.62098578623065,-7.55170571137246,-7.62050840618117,-7.64954873406413,-7.67134960225473,-7.88777419373994,-7.84590442483461,-8.08045554000397,-7.97771597291352,-7.6933138449137,-7.66061212505872,-7.89442958105944,-7.86049736223422,-7.68749683258086,-7.71006686750014,-7.84317531488547,-7.83260629577112,-7.90395268611599,-7.71368713285045,-7.95601148731061,-8.03808271814047,-7.90285791378084,-7.93131111687319,-7.9205252487428,-7.68112059926959,-7.62183400382532,-7.6070533374666,-7.88951162828152,-7.87577624279241,-7.81033666485259,-7.64117148197959,-7.66925732031545,-7.64670035501613,-7.77633380843129,-7.86923821794307,-7.84954075757024,-7.6835441249156,-7.84822600485803,-7.64679562407014,-7.83249283504228,-7.76987274257762
"32",-7.62413423966797,-7.66403503614968,-7.6904738378133,-7.91816577448719,-7.57071860996488,-7.61805879136878,-7.54517451277693,-7.62112251394884,-7.64333721219122,-7.66443668515327,-7.87501698877232,-7.83827425394192,-8.06637238158728,-7.96846791902627,-7.68585813275751,-7.65514113995508,-7.88892725738417,-7.85153155129116,-7.6864647052117,-7.71006463681122,-7.82413226457604,-7.83578463976168,-7.8977692493372,-7.7060063414665,-7.9482340460491,-8.02007458100729,-7.88921139509816,-7.91089967301083,-7.90591517715702,-7.67766364065156,-7.61248022394714,-7.60392401986121,-7.87702493564718,-7.85879145299014,-7.79284898812421,-7.63528999135595,-7.66877132010891,-7.64035351922309,-7.76246302488811,-7.85060048062755,-7.84608969745102,-7.6787721133417,-7.83363307020055,-7.64089875338032,-7.82383853238144,-7.76728767703768
